GUID,ED_ID,ENGLISH,CC_ID,ENGLISH_2,GUID_2,AC
2ae19629-1cf4-13a3-e055-000000000001,27058,KILLINAGH,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1cf5-13a3-e055-000000000001,27059,KILLINKERE,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d13-13a3-e055-000000000001,27010,BALLYMAGAURAN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d14-13a3-e055-000000000001,27011,BAWNBOY,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d15-13a3-e055-000000000001,27060,KILLYKEEN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d16-13a3-e055-000000000001,27061,KILNALECK,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d32-13a3-e055-000000000001,27012,BELLANANAGH,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d33-13a3-e055-000000000001,27013,BELTURBET,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d34-13a3-e055-000000000001,27014,BENBRACK,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d35-13a3-e055-000000000001,27062,KINAWLEY,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d36-13a3-e055-000000000001,27063,KINGSCOURT,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d51-13a3-e055-000000000001,27015,BILBERRY,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d52-13a3-e055-000000000001,27016,BRUCE HALL,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d53-13a3-e055-000000000001,27017,BUTLER'S BRIDGE,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d54-13a3-e055-000000000001,27018,CANNINGSTOWN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d55-13a3-e055-000000000001,27064,KNAPPAGH,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d56-13a3-e055-000000000001,27065,LARAH NORTH,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d72-13a3-e055-000000000001,27019,CARN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d73-13a3-e055-000000000001,27020,CARNAGARVE,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d74-13a3-e055-000000000001,27021,CARRAFIN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d75-13a3-e055-000000000001,27066,LARAH SOUTH,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d76-13a3-e055-000000000001,27067,LISAGOAN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d77-13a3-e055-000000000001,27068,LISSANOVER,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d8f-13a3-e055-000000000001,27022,CASTLERAHAN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d90-13a3-e055-000000000001,27023,CASTLESAUNDERSON,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d91-13a3-e055-000000000001,27069,LOUGHDAWAN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d92-13a3-e055-000000000001,27070,LURGAN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1d93-13a3-e055-000000000001,27071,MILLTOWN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1da9-13a3-e055-000000000001,27024,CAVAN RURAL,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1daa-13a3-e055-000000000001,27025,CAVAN URBAN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dab-13a3-e055-000000000001,27026,CLONERVY,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dac-13a3-e055-000000000001,27027,COOTEHILL RURAL,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dad-13a3-e055-000000000001,27072,MOYNEHALL,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dae-13a3-e055-000000000001,27073,MULLAGH,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dbf-13a3-e055-000000000001,27028,COOTEHILL URBAN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dc0-13a3-e055-000000000001,27029,CORR,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dc1-13a3-e055-000000000001,27030,CORRANEARY,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dc2-13a3-e055-000000000001,27074,MUNTERCONNAUGHT,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dc3-13a3-e055-000000000001,27075,PEDARA VOHERS,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dc4-13a3-e055-000000000001,27076,RAKENNY,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dd9-13a3-e055-000000000001,27031,CROSSBANE,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dda-13a3-e055-000000000001,27032,CROSSDONEY,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1ddb-13a3-e055-000000000001,27077,REDHILL,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1ddc-13a3-e055-000000000001,27078,SCRABBY,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1ddd-13a3-e055-000000000001,27079,SHERCOCK,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1df9-13a3-e055-000000000001,27033,CROSSKEYS,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dfa-13a3-e055-000000000001,27034,CUTTRAGH,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dfb-13a3-e055-000000000001,27035,DENN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dfc-13a3-e055-000000000001,27080,SKEAGH,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1dfd-13a3-e055-000000000001,27081,SPRINGFIELD,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e0f-13a3-e055-000000000001,27001,ARDUE,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e10-13a3-e055-000000000001,27036,DERRIN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e11-13a3-e055-000000000001,27037,DERRYLAHAN,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e12-13a3-e055-000000000001,27038,DERRYNANANTA,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e13-13a3-e055-000000000001,27082,STRADONE,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e14-13a3-e055-000000000001,27083,SWANLINBAR,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e1a-13a3-e055-000000000001,27002,ARVAGH,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e1b-13a3-e055-000000000001,27003,ASHFIELD,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e1c-13a3-e055-000000000001,27039,DIAMOND,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e1d-13a3-e055-000000000001,27040,DOOGARY,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e1e-13a3-e055-000000000001,27041,DOWRA,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e1f-13a3-e055-000000000001,27084,TAGHART,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e20-13a3-e055-000000000001,27085,TEEBANE,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1e21-13a3-e055-000000000001,27086,TEMPLEPORT,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1faf-13a3-e055-000000000001,27092,VIRGINIA,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1fb0-13a3-e055-000000000001,27093,WATERLOO,25001,CAVAN COUNTY COUNCIL,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
2ae19629-1f9d-13a3-e055-000000000001,37037,CLOONUSKER,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1f9e-13a3-e055-000000000001,37038,COOLMEEN,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1f9f-13a3-e055-000000000001,37039,COOLREAGH,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fa0-13a3-e055-000000000001,37076,KILFIDDANE,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fa2-13a3-e055-000000000001,37078,KILKISHEN,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fa3-13a3-e055-000000000001,37116,LURRAGA,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fa4-13a3-e055-000000000001,37117,MAGHERAREAGH,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fa8-13a3-e055-000000000001,37040,COORACLARE,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fa9-13a3-e055-000000000001,37041,CORLEA,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1faa-13a3-e055-000000000001,37079,KILLADYSERT,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fab-13a3-e055-000000000001,37080,KILLALOE,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fac-13a3-e055-000000000001,37081,KILLANENA,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fad-13a3-e055-000000000001,37118,MILLTOWN MALBAY,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fae-13a3-e055-000000000001,37119,MOUNT ELVA,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fb1-13a3-e055-000000000001,37001,ABBEY,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fb2-13a3-e055-000000000001,37042,CORROFIN,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fb3-13a3-e055-000000000001,37043,CRATLOE,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fb4-13a3-e055-000000000001,37082,KILLANNIV,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fb5-13a3-e055-000000000001,37083,KILLARD,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fb6-13a3-e055-000000000001,37084,KILLASPUGLONANE,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
2ae19629-1fb7-13a3-e055-000000000001,37120,MOUNTIEVERS,35001,CLARE COUNTY COUNCIL,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
